amount_tsh,gps_height,longitude,latitude,basin,population,public_meeting,scheme_management,permit,construction_year,extraction_type,extraction_type_class,management_group,payment_type,water_quality,quality_group,quantity,source,source_class,waterpoint_type
0.0,1651,29.78530955,-4.4436766,Lake Tanganyika,370,True,Water authority,False,1996,gravity,gravity,user-group,never pay,soft,good,enough,spring,groundwater,improved spring
50.0,241,39.0346785,-9.8894606,Ruvuma / Southern Coast,95,True,VWC,False,2009,nira/tanira,handpump,user-group,per bucket,salty,salty,insufficient,shallow well,groundwater,hand pump
0.0,497,35.65958369,-9.01563785,Rufiji,150,True,,True,2008,nira/tanira,handpump,user-group,never pay,unknown,unknown,insufficient,shallow well,groundwater,hand pump
50.0,179,38.35240146,-6.64710916,Wami / Ruvu,30,False,WUA,True,2010,ksb,submersible,commercial,per bucket,soft,good,enough,river,surface,communal standpipe
6000.0,1271,35.4880448,-7.68220022,Rufiji,1,True,VWC,True,1994,gravity,gravity,user-group,annually,soft,good,enough,spring,groundwater,communal standpipe
200.0,1552,35.18267411,-9.21620407,Rufiji,35,True,VWC,True,1999,gravity,gravity,user-group,monthly,soft,good,dry,spring,groundwater,communal standpipe
0.0,773,30.55681491,-7.05218582,Lake Tanganyika,1,False,VWC,True,1985,ksb,submersible,user-group,never pay,unknown,unknown,unknown,lake,surface,communal standpipe
0.0,0,32.81830685,-9.20625817,Lake Rukwa,0,True,VWC,False,0,nira/tanira,handpump,user-group,on failure,soft,good,enough,shallow well,groundwater,hand pump
500.0,1975,34.70190219,-9.28982889,Rufiji,70,True,VWC,True,2008,gravity,gravity,user-group,monthly,soft,good,enough,river,surface,communal standpipe
0.0,1832,31.51069241,-7.83669775,Lake Rukwa,1500,True,VWC,True,1975,gravity,gravity,user-group,never pay,soft,good,dry,river,surface,communal standpipe
0.0,1327,36.8667621,-6.20690386,Wami / Ruvu,150,True,VWC,True,1974,gravity,gravity,user-group,never pay,soft,good,enough,river,surface,communal standpipe
500.0,536,38.07041628,-4.46232806,Pangani,140,True,Water authority,True,2013,gravity,gravity,user-group,monthly,soft,good,enough,river,surface,communal standpipe
0.0,2262,34.38856619,-9.28902884,Lake Nyasa,1,True,VWC,False,1996,gravity,gravity,user-group,never pay,soft,good,dry,spring,groundwater,communal standpipe
0.0,43,39.13426574,-6.91141717,Wami / Ruvu,250,,WUG,False,1990,other,other,user-group,never pay,soft,good,enough,shallow well,groundwater,other
0.0,1587,35.05268364,-8.21267743,Rufiji,0,True,VWC,True,0,swn 80,handpump,user-group,never pay,soft,good,enough,hand dtw,groundwater,hand pump
250.0,1130,30.59583125,-4.5028731,Lake Tanganyika,750,True,Water authority,False,2009,india mark ii,handpump,user-group,monthly,salty,salty,enough,machine dbh,groundwater,hand pump
0.0,0,33.80031481,-9.54475131,Lake Nyasa,0,True,VWC,True,0,gravity,gravity,user-group,never pay,soft,good,dry,spring,groundwater,communal standpipe
0.0,556,37.53277831,-6.96247516,Wami / Ruvu,1,True,VWC,True,1971,gravity,gravity,user-group,never pay,soft,good,enough,river,surface,communal standpipe
0.0,1783,31.74225111,-8.535347400000001,Lake Rukwa,350,True,VWC,False,1979,other,other,user-group,never pay,soft,good,enough,shallow well,groundwater,other
0.0,1794,34.84420888,-9.11640474,Rufiji,40,True,VWC,False,2010,nira/tanira,handpump,user-group,never pay,soft,good,enough,shallow well,groundwater,hand pump
0.0,0,30.57639542,-2.77225024,Lake Victoria,0,True,WUG,False,0,india mark ii,handpump,user-group,never pay,soft,good,enough,shallow well,groundwater,hand pump
20.0,716,37.39856292,-3.45210362,Pangani,60,True,Water authority,True,2012,gravity,gravity,commercial,per bucket,soft,good,insufficient,spring,groundwater,communal standpipe
0.0,336,38.79474253,-7.17649059,Wami / Ruvu,1,True,VWC,False,1985,gravity,gravity,user-group,never pay,soft,good,dry,dam,surface,communal standpipe
500.0,2169,34.45870032,-9.3137461,Lake Nyasa,60,True,VWC,False,1998,gravity,gravity,user-group,annually,soft,good,insufficient,spring,groundwater,communal standpipe
0.0,0,33.45195532,-3.54440659,Internal,0,,Parastatal,False,0,other - rope pump,rope pump,parastatal,unknown,soft,good,seasonal,rainwater harvesting,surface,communal standpipe
30.0,1068,31.07187839,-6.34288823,Lake Rukwa,1,True,Water authority,True,1985,india mark ii,handpump,commercial,per bucket,salty,salty,insufficient,machine dbh,groundwater,hand pump
0.0,1419,36.95862384,-3.16927904,Internal,1,True,Water Board,True,2009,gravity,gravity,user-group,monthly,soft,good,enough,spring,groundwater,communal standpipe
0.0,349,39.12104915,-10.86153554,Ruvuma / Southern Coast,1,True,VWC,True,2006,gravity,gravity,user-group,never pay,soft,good,dry,spring,groundwater,other
0.0,0,33.62383242,-3.62220757,Internal,0,False,Parastatal,False,0,gravity,gravity,parastatal,unknown,soft,good,seasonal,rainwater harvesting,surface,communal standpipe
1000.0,946,31.31916107,-7.20512967,Lake Rukwa,8848,True,VWC,True,2011,other,other,user-group,annually,soft,good,enough,machine dbh,groundwater,other
10.0,1702,35.83639829999999,-3.25223704,Internal,200,True,VWC,True,2009,gravity,gravity,user-group,per bucket,soft,good,seasonal,river,surface,communal standpipe
0.0,165,38.72201463,-5.33114868,Pangani,200,True,VWC,False,2010,other,other,user-group,never pay,salty,salty,insufficient,shallow well,groundwater,other
0.0,337,36.11551433,-8.29297101,Rufiji,300,True,,True,2005,nira/tanira,handpump,user-group,never pay,soft,good,insufficient,shallow well,groundwater,hand pump
500.0,2050,34.64835709,-9.31731152,Rufiji,305,True,WUA,True,2008,gravity,gravity,user-group,monthly,soft,good,enough,spring,groundwater,communal standpipe
0.0,527,37.61345543,-6.75070709,Wami / Ruvu,120,True,VWC,True,1981,other,other,user-group,never pay,soft,good,dry,shallow well,groundwater,other
0.0,0,33.10372961,-3.91588851,Internal,0,True,VWC,True,0,other,other,user-group,never pay,soft,good,insufficient,shallow well,groundwater,hand pump
1000.0,205,37.57086448,-7.43971319,Wami / Ruvu,350,True,VWC,True,1983,swn 80,handpump,user-group,on failure,unknown,unknown,unknown,shallow well,groundwater,hand pump
0.0,1903,35.26242518,-4.01351926,Internal,135,True,VWC,True,2012,nira/tanira,handpump,user-group,never pay,soft,good,enough,shallow well,groundwater,hand pump
50.0,203,38.34972236,-6.63900194,Wami / Ruvu,15,False,WUA,True,2011,ksb,submersible,commercial,per bucket,soft,good,enough,river,surface,communal standpipe
0.0,-21,38.97238618,-5.41975485,Pangani,100,False,Private operator,False,2006,other,other,commercial,never pay,salty,salty,insufficient,shallow well,groundwater,other
0.0,140,38.86387457,-5.144072799999999,Pangani,250,True,VWC,False,2003,other,other,user-group,never pay,salty,salty,insufficient,shallow well,groundwater,other
20.0,130,38.95618477,-7.27871764,Wami / Ruvu,168,True,VWC,False,2002,nira/tanira,handpump,user-group,per bucket,soft,good,insufficient,shallow well,groundwater,hand pump
0.0,500,39.00011577,-10.6886089,Ruvuma / Southern Coast,1,True,VWC,True,1985,gravity,gravity,user-group,never pay,soft,good,dry,spring,groundwater,communal standpipe multiple
0.0,-43,40.22287314,-10.3301091,Ruvuma / Southern Coast,443,True,,False,1988,other,other,user-group,never pay,soft,good,seasonal,shallow well,groundwater,other
0.0,0,32.92621566,-2.49317574,Lake Victoria,0,True,VWC,True,0,other,other,user-group,monthly,soft,good,enough,shallow well,groundwater,other
5.0,1224,37.26374581,-3.25360768,Pangani,30,True,Water Board,True,2007,gravity,gravity,user-group,per bucket,soft,good,enough,river,surface,communal standpipe
1000.0,909,35.33442637,-10.76170229,Ruvuma / Southern Coast,500,True,VWC,True,1986,gravity,gravity,user-group,annually,soft,good,enough,river,surface,communal standpipe
1200.0,1349,30.28391464,-4.47977845,Lake Tanganyika,750,True,Water authority,False,2006,gravity,gravity,user-group,annually,soft,good,insufficient,river,surface,communal standpipe
1000.0,566,37.93352238,-4.56135837,Pangani,420,True,Water authority,,2012,gravity,gravity,user-group,monthly,soft,good,insufficient,rainwater harvesting,surface,communal standpipe
0.0,971,36.81467267,-3.51967536,Pangani,300,True,VWC,True,1970,gravity,gravity,user-group,never pay,soft,good,enough,spring,groundwater,communal standpipe
0.0,0,35.90476453,-6.08797524,Wami / Ruvu,0,True,VWC,False,0,other,other,user-group,never pay,coloured,colored,insufficient,shallow well,groundwater,other
2000.0,1603,34.98887131,-8.91132497,Rufiji,40,True,VWC,False,2010,other - rope pump,rope pump,user-group,on failure,soft,good,enough,hand dtw,groundwater,hand pump
0.0,1550,36.52836139,-2.82911041,Internal,700,True,VWC,,2008,gravity,gravity,user-group,never pay,soft,good,insufficient,dam,surface,cattle trough
0.0,1210,37.12537644,-5.30774838,Pangani,1,True,VWC,True,1994,submersible,submersible,user-group,never pay,salty,salty,enough,machine dbh,groundwater,communal standpipe multiple
0.0,0,35.90131535,-5.79444315,Wami / Ruvu,0,True,VWC,True,0,gravity,gravity,user-group,never pay,soft,good,enough,spring,groundwater,communal standpipe
0.0,888,35.66497934,-10.23924816,Lake Nyasa,560,True,VWC,True,1995,india mark ii,handpump,user-group,on failure,soft,good,seasonal,shallow well,groundwater,hand pump
0.0,1607,34.66267148,-1.8246846,Lake Victoria,1,,Other,True,1998,nira/tanira,handpump,other,never pay,soft,good,insufficient,shallow well,groundwater,hand pump
0.0,0,0.0,-2e-08,Lake Victoria,0,True,VWC,True,0,afridev,handpump,user-group,unknown,unknown,unknown,dry,machine dbh,groundwater,hand pump
0.0,0,31.5388203,-2.7737971000000003,Lake Tanganyika,0,True,VWC,True,0,nira/tanira,handpump,user-group,never pay,soft,good,enough,shallow well,groundwater,hand pump
0.0,1250,33.84501256,-1.81082958,Lake Victoria,250,,VWC,True,1995,nira/tanira,handpump,user-group,unknown,soft,good,enough,shallow well,groundwater,hand pump
0.0,2,39.99013674,-10.34972804,Ruvuma / Southern Coast,300,True,,True,1985,other,other,user-group,unknown,soft,good,insufficient,shallow well,groundwater,other
20.0,54,38.57863982,-6.7980945,Wami / Ruvu,400,True,VWC,True,1974,mono,motorpump,user-group,per bucket,soft,good,enough,river,surface,communal standpipe
0.0,1579,29.73133532,-4.61561539,Lake Tanganyika,200,True,VWC,False,2009,gravity,gravity,user-group,unknown,soft,good,enough,spring,groundwater,improved spring
0.0,1527,36.71271468,-3.35091557,Pangani,200,True,VWC,True,1999,gravity,gravity,user-group,never pay,soft,good,enough,spring,groundwater,communal standpipe
0.0,638,37.59809896,-9.68346059,Ruvuma / Southern Coast,350,,VWC,True,2006,india mark ii,handpump,user-group,unknown,salty,salty,dry,machine dbh,groundwater,hand pump
0.0,1212,33.83094842,-1.73498688,Lake Victoria,250,,VWC,True,1999,nira/tanira,handpump,user-group,unknown,soft,good,insufficient,shallow well,groundwater,hand pump
0.0,302,38.53045062,-5.61336423,Pangani,70,True,VWC,False,2010,afridev,handpump,user-group,never pay,salty,salty,enough,shallow well,groundwater,hand pump
0.0,1577,36.62871951,-3.28821786,Pangani,200,True,VWC,True,1990,gravity,gravity,user-group,never pay,soft,good,enough,spring,groundwater,communal standpipe
0.0,79,38.92926971,-8.82994245,Ruvuma / Southern Coast,369,True,,True,1993,other,other,user-group,never pay,soft,good,enough,shallow well,groundwater,other
0.0,869,36.01995649,-10.73295561,Ruvuma / Southern Coast,350,True,VWC,True,1983,gravity,gravity,user-group,on failure,soft,good,seasonal,river,surface,communal standpipe
3000.0,1989,34.75641663,-9.72026575,Lake Nyasa,153,True,VWC,False,1994,gravity,gravity,user-group,annually,soft,good,enough,spring,groundwater,communal standpipe
0.0,0,34.36887111,-8.7385448,Rufiji,0,False,Water Board,True,0,gravity,gravity,user-group,never pay,soft,good,seasonal,river,surface,communal standpipe
0.0,0,33.86589423,-9.46387285,Lake Nyasa,0,True,Water authority,True,0,gravity,gravity,commercial,monthly,soft,good,enough,spring,groundwater,communal standpipe
200.0,1456,29.97330036,-4.483061,Lake Tanganyika,520,True,Water authority,True,1988,gravity,gravity,user-group,monthly,soft,good,insufficient,river,surface,communal standpipe
0.0,2173,35.48569687,-4.18597273,Internal,380,True,Parastatal,True,2008,gravity,gravity,parastatal,never pay,soft,good,dry,spring,groundwater,communal standpipe
0.0,1538,34.63017812,-1.84974616,Lake Victoria,500,,Other,True,2010,nira/tanira,handpump,user-group,unknown,soft,good,insufficient,shallow well,groundwater,hand pump
200.0,363,36.80159564,-9.05690166,Rufiji,270,True,,False,1990,swn 80,handpump,unknown,monthly,soft,good,insufficient,shallow well,groundwater,hand pump
0.0,0,33.10638261,-4.8807539,Lake Tanganyika,0,True,VWC,True,0,afridev,handpump,user-group,never pay,soft,good,insufficient,shallow well,groundwater,hand pump
500.0,501,38.07583376,-4.46657906,Pangani,120,True,Water authority,True,2013,gravity,gravity,user-group,monthly,soft,good,enough,river,surface,communal standpipe
0.0,738,36.0080432,-10.79869031,Ruvuma / Southern Coast,200,True,Parastatal,False,2010,swn 80,handpump,parastatal,on failure,soft,good,insufficient,shallow well,groundwater,hand pump
500.0,0,37.28014576,-6.25791768,Wami / Ruvu,420,True,VWC,True,1995,swn 80,handpump,user-group,monthly,soft,good,insufficient,shallow well,groundwater,hand pump
10.0,-32,39.10221294,-8.12569247,Rufiji,1,True,VWC,True,2003,nira/tanira,handpump,user-group,per bucket,salty,salty,enough,shallow well,groundwater,hand pump
30.0,529,39.32286629,-10.94263252,Ruvuma / Southern Coast,430,True,VWC,False,2010,gravity,gravity,user-group,per bucket,soft,good,insufficient,spring,groundwater,communal standpipe multiple
0.0,1380,37.42662651,-3.31043453,Pangani,60,True,VWC,True,1974,gravity,gravity,user-group,unknown,soft,good,insufficient,spring,groundwater,communal standpipe
0.0,1576,34.85977923,-4.99719928,Internal,1,True,VWC,,2010,india mark ii,handpump,user-group,never pay,soft,good,insufficient,machine dbh,groundwater,hand pump
0.0,1379,33.96127429999999,-1.67493643,Lake Victoria,269,,Parastatal,True,2008,other - swn 81,handpump,parastatal,unknown,salty,salty,insufficient,machine dbh,groundwater,hand pump
0.0,0,33.50038267,-3.8139836,Internal,0,False,WUG,False,0,other,other,user-group,unknown,soft,good,enough,shallow well,groundwater,hand pump
0.0,0,32.22167782,-3.27001767,Lake Tanganyika,0,True,VWC,True,0,nira/tanira,handpump,user-group,unknown,soft,good,enough,shallow well,groundwater,hand pump
30.0,-2,38.86637703,-6.52728543,Wami / Ruvu,80,False,Company,True,1999,mono,motorpump,commercial,per bucket,soft,good,enough,river,surface,communal standpipe
0.0,0,32.67712344,-3.82442139,Lake Victoria,0,True,VWC,True,0,gravity,gravity,user-group,unknown,soft,good,enough,dam,surface,other
2500.0,1593,34.75256346,-8.91262575,Rufiji,35,True,VWC,True,2010,gravity,gravity,user-group,annually,soft,good,enough,spring,groundwater,communal standpipe
0.0,0,33.49216911,-2.649979,Lake Victoria,0,True,VWC,True,0,nira/tanira,handpump,user-group,never pay,salty,salty,enough,shallow well,groundwater,hand pump
0.0,1366,34.39230802,-1.78033973,Lake Victoria,800,True,WUG,True,2009,gravity,gravity,user-group,never pay,soft,good,insufficient,spring,groundwater,communal standpipe multiple
500.0,1457,34.66925652,-4.924571299999998,Internal,22,True,WUG,True,2003,afridev,handpump,user-group,monthly,salty,salty,enough,machine dbh,groundwater,hand pump
200.0,668,36.22937892,-11.2842168,Ruvuma / Southern Coast,360,True,WUG,False,2007,swn 80,handpump,user-group,monthly,soft,good,insufficient,shallow well,groundwater,hand pump
0.0,102,38.97437659,-5.12736638,Pangani,400,True,VWC,True,1995,other,other,user-group,never pay,soft,good,enough,shallow well,groundwater,other
8000.0,1475,35.28428745,-9.75886969,Lake Nyasa,0,True,VWC,True,1997,submersible,submersible,user-group,annually,soft,good,enough,river,surface,communal standpipe
50.0,1471,34.04179905,-1.90004362,Lake Victoria,70,True,WUA,True,2010,gravity,gravity,parastatal,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe
0.0,0,35.87001389,-4.45780653,Internal,0,True,VWC,False,0,gravity,gravity,user-group,never pay,soft,good,insufficient,spring,groundwater,communal standpipe multiple
2500.0,1509,34.72091185,-8.90304112,Rufiji,76,True,VWC,True,2010,gravity,gravity,user-group,annually,soft,good,enough,spring,groundwater,communal standpipe
30.0,0,37.34343188,-6.38210126,Wami / Ruvu,500,True,VWC,True,1984,other,other,user-group,per bucket,salty,salty,insufficient,shallow well,groundwater,other
50.0,1158,34.24114054,-4.46330411,Internal,195,True,WUA,True,2011,mono,motorpump,user-group,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe multiple
20.0,765,37.32311034,-3.39549999,Pangani,8,True,Water authority,True,1998,gravity,gravity,commercial,per bucket,soft,good,insufficient,spring,groundwater,communal standpipe multiple
50.0,-41,40.17523037,-10.28786483,Ruvuma / Southern Coast,350,False,Private operator,True,2007,submersible,submersible,commercial,per bucket,soft,good,seasonal,machine dbh,groundwater,communal standpipe
0.0,118,40.02667517,-10.59483054,Ruvuma / Southern Coast,120,True,VWC,True,2011,submersible,submersible,user-group,unknown,soft,good,enough,machine dbh,groundwater,communal standpipe multiple
0.0,364,38.70422410000001,-10.39101736,Ruvuma / Southern Coast,743,True,VWC,False,1981,other,other,user-group,never pay,milky,milky,seasonal,shallow well,groundwater,other
6000.0,1459,36.84078617,-3.15845806,Internal,230,True,VWC,True,2007,gravity,gravity,user-group,annually,fluoride,fluoride,insufficient,spring,groundwater,communal standpipe multiple
0.0,1178,36.85309918,-2.97884844,Internal,300,True,VWC,,1985,gravity,gravity,user-group,on failure,soft,good,insufficient,river,surface,communal standpipe
0.0,0,34.14758824,-3.44652806,Internal,0,True,WUG,True,0,nira/tanira,handpump,user-group,never pay,soft,good,enough,shallow well,groundwater,hand pump
1200.0,1753,34.79865636,-9.65682551,Lake Nyasa,20,True,WUA,False,2005,gravity,gravity,user-group,annually,soft,good,enough,spring,groundwater,communal standpipe
20.0,283,38.40914205,-6.12180488,Wami / Ruvu,100,True,WUA,True,2010,ksb,submersible,user-group,per bucket,soft,good,enough,river,surface,communal standpipe
1000.0,0,38.80595724,-4.86880907,Pangani,60,True,Private operator,True,1971,gravity,gravity,commercial,monthly,soft,good,insufficient,spring,groundwater,communal standpipe
200.0,594,38.01659565,-4.16250652,Pangani,120,True,Water authority,True,1967,gravity,gravity,user-group,monthly,soft,good,enough,spring,groundwater,communal standpipe
50.0,1014,35.44985657,-10.63455905,Ruvuma / Southern Coast,0,True,VWC,True,2009,other,other,user-group,per bucket,soft,good,enough,river,surface,communal standpipe
200.0,341,37.88989984,-6.86330696,Wami / Ruvu,1,True,VWC,True,1997,nira/tanira,handpump,user-group,monthly,soft,good,insufficient,shallow well,groundwater,hand pump
0.0,260,36.91078641,-7.83057234,Rufiji,600,True,WUA,True,2008,gravity,gravity,user-group,never pay,soft,good,insufficient,river,surface,communal standpipe
0.0,0,31.845761600000003,-1.04196283,Lake Victoria,0,True,VWC,True,0,gravity,gravity,user-group,never pay,soft,good,enough,spring,groundwater,improved spring
5.0,1151,37.21055363,-3.26727333,Pangani,50,True,Water Board,True,1999,gravity,gravity,user-group,per bucket,soft,good,enough,spring,groundwater,communal standpipe
0.0,0,33.8689579,-3.61199527,Internal,0,False,WUG,True,0,gravity,gravity,user-group,unknown,soft,good,dry,river,surface,communal standpipe
0.0,1040,36.05526282,-3.52840613,Internal,1,False,Parastatal,,2000,submersible,submersible,parastatal,never pay,soft,good,enough,machine dbh,groundwater,communal standpipe
0.0,0,32.84226760000001,-2.91239912,Lake Victoria,0,,VWC,True,0,ksb,submersible,user-group,never pay,soft,good,enough,lake,surface,communal standpipe multiple
0.0,1402,37.41846864,-3.29949166,Pangani,1,False,VWC,True,1975,gravity,gravity,user-group,unknown,soft,good,insufficient,spring,groundwater,other
0.0,0,30.60380511,-2.4451428,Lake Victoria,0,True,VWC,False,0,gravity,gravity,user-group,never pay,soft,good,dry,spring,groundwater,communal standpipe
25.0,256,38.8888497,-10.03340377,Ruvuma / Southern Coast,220,True,VWC,True,2007,india mark iii,handpump,user-group,per bucket,salty,salty,insufficient,machine dbh,groundwater,hand pump
0.0,1164,30.33764371,-5.52777942,Lake Tanganyika,100,True,Water authority,True,1981,other,other,commercial,never pay,soft,good,enough,hand dtw,groundwater,hand pump
0.0,1446,30.68606771,-3.62244499,Lake Tanganyika,370,True,VWC,False,2010,nira/tanira,handpump,user-group,unknown,soft,good,seasonal,shallow well,groundwater,hand pump
0.0,0,33.85650906,-9.37742865,Lake Nyasa,0,True,VWC,,0,gravity,gravity,user-group,unknown,soft,good,enough,spring,groundwater,communal standpipe
0.0,1452,36.87080453,-3.16409483,Internal,190,True,VWC,True,2007,gravity,gravity,user-group,unknown,soft,good,insufficient,spring,groundwater,communal standpipe
0.0,0,33.57342699,-2.9478099,Lake Victoria,0,True,WUG,False,0,swn 80,handpump,user-group,never pay,soft,good,enough,shallow well,groundwater,hand pump
0.0,232,38.72431379,-5.23932415,Pangani,400,True,VWC,False,2000,other,other,user-group,never pay,salty,salty,insufficient,shallow well,groundwater,other
0.0,967,35.52643482,-10.83189556,Ruvuma / Southern Coast,150,True,VWC,True,1978,gravity,gravity,user-group,on failure,soft,good,enough,river,surface,communal standpipe
0.0,0,34.02170509,-3.94888069,Internal,0,True,Parastatal,True,0,windmill,wind-powered,parastatal,per bucket,soft,good,enough,river,surface,communal standpipe
0.0,0,35.91460852,-6.08581631,Wami / Ruvu,0,True,VWC,False,0,mono,motorpump,user-group,per bucket,salty,salty,dry,machine dbh,groundwater,communal standpipe
200.0,459,37.07589325,-6.8225704,Wami / Ruvu,60,True,VWC,True,1998,swn 80,handpump,user-group,monthly,soft,good,enough,shallow well,groundwater,hand pump
0.0,1770,31.72230074,-8.4793942,Lake Rukwa,350,True,VWC,True,1990,gravity,gravity,user-group,never pay,soft,good,enough,river,surface,communal standpipe
0.0,0,0.0,-2e-08,Lake Victoria,0,True,VWC,True,0,submersible,submersible,user-group,never pay,soft,good,insufficient,lake,surface,communal standpipe
20.0,247,38.33048615,-6.45838663,Wami / Ruvu,25,True,WUA,True,2003,ksb,submersible,user-group,per bucket,soft,good,enough,river,surface,communal standpipe
0.0,1033,35.07766024,-10.79863499,Ruvuma / Southern Coast,60,True,VWC,True,2012,gravity,gravity,user-group,never pay,soft,good,enough,spring,groundwater,communal standpipe
500.0,0,37.29209433,-6.43165905,Wami / Ruvu,1000,True,VWC,True,1998,swn 80,handpump,user-group,monthly,salty,salty,insufficient,shallow well,groundwater,hand pump
1000.0,0,38.82092132,-4.83648699,Pangani,1,True,VWC,True,1980,gravity,gravity,user-group,monthly,soft,good,insufficient,spring,groundwater,communal standpipe
0.0,339,38.834916,-7.19190972,Wami / Ruvu,400,True,Private operator,False,1999,india mark iii,handpump,commercial,never pay,unknown,unknown,unknown,machine dbh,groundwater,hand pump
0.0,834,36.13065915,-10.47147946,Rufiji,250,False,WUA,True,1982,gravity,gravity,user-group,never pay,soft,good,insufficient,river,surface,communal standpipe multiple
0.0,0,32.7494912,-5.69121682,Lake Tanganyika,0,False,VWC,True,0,india mark ii,handpump,user-group,never pay,coloured,colored,dry,shallow well,groundwater,hand pump
0.0,1,38.83862662,-6.574962599999999,Wami / Ruvu,5,False,Private operator,False,2005,other,other,commercial,never pay,soft,good,enough,shallow well,groundwater,other
0.0,0,34.11111294,-3.05195197,Lake Victoria,0,True,WUG,True,0,nira/tanira,handpump,user-group,never pay,soft,good,insufficient,shallow well,groundwater,hand pump
0.0,0,32.4269048,-3.26732501,Lake Tanganyika,0,True,Company,True,0,submersible,submersible,commercial,per bucket,soft,good,insufficient,machine dbh,groundwater,other
0.0,0,0.0,-2e-08,Lake Victoria,0,True,WUG,False,0,nira/tanira,handpump,user-group,never pay,soft,good,enough,shallow well,groundwater,hand pump
0.0,0,0.0,-2e-08,Lake Victoria,0,,WUG,False,0,nira/tanira,handpump,user-group,unknown,soft,good,enough,shallow well,groundwater,hand pump
500.0,1645,34.89556702,-8.88694887,Rufiji,40,True,VWC,False,2007,other - rope pump,rope pump,user-group,on failure,soft,good,enough,hand dtw,groundwater,hand pump
0.0,0,33.36984865,-4.00874771,Internal,0,True,Water authority,True,0,submersible,submersible,user-group,per bucket,salty,salty,insufficient,machine dbh,groundwater,communal standpipe multiple
2000.0,1543,37.89562829,-4.26051709,Pangani,420,True,Water authority,True,2012,gravity,gravity,user-group,monthly,soft,good,insufficient,river,surface,communal standpipe
0.0,1230,32.9771906,-2.51661939,Lake Victoria,320,True,VWC,True,1986,other,other,user-group,never pay,soft,good,enough,shallow well,groundwater,other
0.0,0,31.47467032,-1.4717483999999998,Lake Victoria,0,True,VWC,True,0,swn 80,handpump,user-group,never pay,soft,good,insufficient,shallow well,groundwater,hand pump
200.0,433,37.14315581,-6.68423344,Wami / Ruvu,230,True,VWC,True,1976,swn 80,handpump,user-group,monthly,soft,good,insufficient,shallow well,groundwater,hand pump
500.0,321,37.54818461,-6.24921722,Wami / Ruvu,1,True,VWC,True,2006,gravity,gravity,user-group,monthly,soft,good,enough,river,surface,communal standpipe
0.0,0,33.68452076,-3.66882144,Internal,0,True,VWC,True,0,gravity,gravity,user-group,per bucket,soft,good,insufficient,river,surface,communal standpipe multiple
0.0,0,34.03911691,-3.13568315,Lake Victoria,0,True,WUG,False,0,swn 80,handpump,user-group,other,soft,good,insufficient,shallow well,groundwater,hand pump
0.0,0,31.57071596,-1.61607992,Lake Victoria,0,True,VWC,True,0,gravity,gravity,user-group,never pay,soft,good,enough,spring,groundwater,improved spring
1000.0,1014,37.81942411,-4.14820031,Pangani,250,True,Water authority,True,2007,gravity,gravity,user-group,monthly,soft,good,insufficient,spring,groundwater,communal standpipe multiple
0.0,0,33.87891675,-3.16130687,Lake Victoria,0,True,Water authority,False,0,gravity,gravity,commercial,monthly,soft,good,enough,dam,surface,communal standpipe
300.0,2098,34.00938636,-9.31604849,Lake Nyasa,0,True,WUA,False,1995,gravity,gravity,user-group,monthly,soft,good,enough,spring,groundwater,communal standpipe
0.0,5,39.19178239,-7.23859102,Rufiji,350,True,VWC,False,2003,nira/tanira,handpump,user-group,never pay,soft,good,enough,shallow well,groundwater,hand pump
0.0,751,37.63655103,-3.56385414,Pangani,100,True,VWC,True,2011,gravity,gravity,user-group,never pay,soft,good,insufficient,spring,groundwater,other
0.0,0,32.83577453,-3.32637583,Lake Victoria,0,True,Parastatal,True,0,other,other,parastatal,never pay,soft,good,seasonal,rainwater harvesting,surface,other
0.0,0,33.06256269,-8.56951401,Lake Rukwa,0,True,VWC,True,0,gravity,gravity,user-group,monthly,soft,good,enough,spring,groundwater,communal standpipe
0.0,0,35.80257178,-4.54885363,Internal,0,True,VWC,False,0,gravity,gravity,user-group,never pay,soft,good,enough,spring,groundwater,communal standpipe
0.0,60,39.15745604,-7.22940302,Wami / Ruvu,652,True,VWC,False,2009,india mark ii,handpump,user-group,never pay,soft,good,seasonal,shallow well,groundwater,hand pump
0.0,224,38.94963797,-7.08845731,Wami / Ruvu,1,True,Other,False,2007,india mark ii,handpump,user-group,never pay,soft,good,dry,machine dbh,groundwater,hand pump
0.0,141,38.79259892,-5.32072952,Pangani,250,True,VWC,False,1984,india mark ii,handpump,user-group,never pay,salty,salty,insufficient,shallow well,groundwater,hand pump
1000.0,6,39.03036587,-5.28841004,Pangani,450,True,VWC,False,2009,gravity,gravity,user-group,never pay,soft,good,insufficient,machine dbh,groundwater,communal standpipe
0.0,1253,34.14651707,-1.70897177,Lake Victoria,250,,VWC,True,1994,nira/tanira,handpump,user-group,unknown,salty,salty,enough,shallow well,groundwater,hand pump
0.0,0,36.92254158,-5.97574872,Wami / Ruvu,0,True,VWC,False,0,submersible,submersible,user-group,never pay,salty,salty,dry,machine dbh,groundwater,communal standpipe multiple
300.0,1339,37.21233662,-3.22336967,Pangani,35,True,Water Board,True,1995,gravity,gravity,user-group,other,soft,good,enough,spring,groundwater,communal standpipe
